@relation repo_popular

@attribute fork numeric
@attribute size numeric
@attribute sum numeric
@attribute avg numeric
@attribute weight numeric

@data
1,2139,25523,945.296,3797.54
2,2931,4310,4310,4310
1,2554,2209,2209,2209
141,609,3111,94.2727,546.752
19,3506,2506,626.5,1261.62
68,107,4985,553.889,2737.28
0,3492,6260,6260,6260
3,134,3134,3134,3134
0,448,1749,583,1314
2,292,1560,780,1306.55
0,4188,6878,6878,6878
1,145,5684,710.5,738.218
7,159,1835,305.833,719.587
1,168,5139,5139,5139
181,938,34665,1083.28,12585.6
29,36976,4717,1179.25,3557.91
3,280,1716,343.2,115.163
1,1296,4589,382.417,580.115
1,947,1027,205.4,169.137
0,96,2112,2112,2112
10,104,4539,4539,4539
1,1442,6399,492.231,540.93
1,152,1686,843,1406.59
28,52482,4561,2280.5,4200.23
15,143,1745,290.833,1249.98
1,123,21,21,21
3,896,2939,489.833,2114.02
0,8232,4539,4539,4539
2,3064,1429,1429,1429
0,120,1429,1429,1429
1,93,1429,1429,1429
0,8400,4539,4539,4539
13,138,2218,184.833,1234.41
0,120,1429,1429,1429
0,256,1429,1429,1429
7,1030,1560,780,1371.05
1,8502,72189,1899.71,7325.89
0,88,2112,2112,2112
1,94,19,9.5,8.14286
0,96,75,75,75
0,96,75,75,75
0,6764,18,18,18
1,128,48,48,48
3,166,1481,740.5,1413.35
2,8672,5528,290.947,207.187
1,320,49,49,49
1,3300,1641,820.5,126.504
1,236,1113,159,263.609
2,148,11,11,11
1,235,368,368,368
1,82,3460,3460,3460
0,14664,66,66,66
0,100,3,3,3
1,84,4199,4199,4199
1,55374,556,29.2632,36.6667
0,96,1750,1750,1750
0,96,14,14,14
0,108,6878,6878,6878
0,112,1793,1793,1793
1,101,2029,2029,2029
1,108,92,30.6667,41.9286
0,698,4107,684.5,642.534
2,1670,5637,2818.5,525.625
1,411,176,176,176
0,1108,59,59,59
39,12320,98,16.3333,43.0792
14,198,1574,393.5,1391.71
0,168,71,71,71
2,97,1363,1363,1363
1,112,26,26,26
4,124,1506,1506,1506
1,269,16,16,16
1,123,2429,1214.5,643.526
7,216,2456,2456,2456
1,105,42,10.5,19.95
8,206,1773,295.5,773.7
1,5298,1650,103.125,289.513
0,92,6878,6878,6878
2,114,281,93.6667,88.25
1,115,2029,2029,2029
0,91,2029,2029,2029
3,113,2029,2029,2029
0,48,0,0,0
1,182,1607,1607,1607
4,229,1513,252.167,1232.14
10,173,1691,281.833,813.7
0,2216,4539,4539,4539
0,2384,4539,4539,4539
1,131,5878,1175.6,365.241
0,7280,11319,435.346,527.197
0,8424,16,16,16
2,170,10929,5464.5,9367.71
2,1241,47984,1845.54,15699.5
1,300,44,44,44
0,176,1454,1454,1454
0,184,1454,1454,1454
0,124,1429,1429,1429
0,92,2291,1145.5,1145.5
0,1251,4987,191.808,34.4829
2,119,59,29.5,29.5
0,144,11,11,11
4,4782,1506,1506,1506
0,142,1364,682,212
104,171,7813,3906.5,6230
10,1206,21786,21786,21786
0,2203,4539,4539,4539
1,197,1520,760,1099.09
1,222,2266,1133,427.23
1,4945,7091,373.211,3511.99
1,407,1532,1532,1532
73,761,11344,1260.44,8680.53
4,132,9,4.5,6.73684
0,92,0,0,0
0,340,27,27,27
1,110,2,2,2
1,174125,1294,129.4,144.524
2,105,1297,216.167,235.371
390,1183,37867,1646.39,15448.2
2,17958,56166,279.433,662.053
1,83,0,0,0
4,184,6861,3430.5,6357.26
1,8427,13837,728.263,676.636
0,152,1610,1610,1610
3,96,2672,2672,2672
1,116,41,13.6667,28.4615
13,840,2279,2279,2279
1,575,14428,1311.64,8686.02
2,102,1495,1495,1495
0,136,1495,1495,1495
1,783,1344,1344,1344
1,295,2551,2551,2551
0,148,3298,3298,3298
1,156,3298,3298,3298
10,216,2303,383.833,689.548
1,495,3286,3286,3286
8,290,7642,3821,2239.82
0,102,1613,1613,1613
1,107,0,0,0
1,145570,961,40.0417,61.0857
1,505,388,194,276.976
1,254,2551,2551,2551
4,98,1828,914,217.333
0,128,7,7,7
19,743,3270,817.5,1403.09
190,373,23075,795.69,10644.2
0,160,1796,1796,1796
79,7672,6334,527.833,1249.15
8,108,2251,1125.5,1727.83
3,90,7326,7326,7326
1,3405,1995,221.667,49.4747
0,92,1241,248.2,246.242
1,2840,2696,1348,2495.47
1,147,3597,899.25,1881.52
193,837,8159,185.432,468.892
1,78,631,631,631
2,90,7326,7326,7326
1,95,5613,5613,5613
0,212,1495,1495,1495
1,100,2277,2277,2277
0,92,2277,2277,2277
10,29,9576,3192,8901.09
0,10784,2067,2067,2067
3,148,5779,1926.33,4303.73
27,170,1578,315.6,1209.33
0,156,96,96,96
1,137,324,108,165.828
1,11313,3547,1773.5,1796.68
0,120,36,36,36
3,97,12385,12385,12385
4,107,1752,1752,1752
256,5237,0,0,0
1,175,1474,1474,1474
0,205,6878,6878,6878
0,132,96,96,96
1,212,1423,1423,1423
1,162,3614,1204.67,387.538
1,6874,21894,4378.8,1207.06
2,2066,3707,411.889,101.365
0,88,6,6,6
1,3179,83301,222.136,879.652
0,2504,3,1.5,2.7381
196,13204,7643,74.9314,1816.2
0,232,3,3,3
26,6900,945,118.125,148.667
16,337,741,247,162.176
17,2248,587,587,587
0,128,1568,784,1133.32
1,1216,96,96,96
1,1204,96,96,96
8,225,0,0,0
1,429,5115,165,436.069
5,99,0,0,0
1,1944,83,41.5,18.625
0,48,0,0,0
0,7886,15440,617.6,8282.78
3,106,2389,2389,2389
0,2118,4539,4539,4539
1,100,8787,4393.5,6781.67
1,93,8787,4393.5,7054.6
2,139,8787,4393.5,7338.67
1,139,8826,1765.2,7050.72
1,96,8787,4393.5,5417
1,88,8787,4393.5,4393.5
1,112,283,283,283
20,477,1808,904,1774.48
1,3538,9575,1595.83,5562.18
1,152,1838,919,1237.03
8,245,1726,863,1553
5,156,1654,551.333,1396.06
1,236,1921,240.125,26.1228
2,118,2103,1051.5,1749.71
1,98,9322,4661,3729.4
0,370,7255,315.435,419.403
2,107,12052,12052,12052
1,100,1455,727.5,396.667
5,2633,4539,4539,4539
180,85,2897,413.857,2574.42
2,3862,0,0,0
0,89,2209,2209,2209
6,225,1542,771,1267.8
1,280,225,18.75,57.7739
7,83,2864,2864,2864
2,97,1323,1323,1323
1,87,2359,786.333,434.778
1,7992,3438,343.8,299.164
1,3302,32270,2689.17,18168.3
1,169,1668,1668,1668
1,9333,37996,550.667,19414.1
0,124,4,4,4
18,304,0,0,0
0,1826,0,0,0
253,49615,2058,686,1691.51
1,87,1613,1613,1613
0,48,0,0,0
1,312,5457,682.125,908.452
1,92,16,16,16
0,96,21,21,21
1,142,5833,2916.5,419.741
1,95,0,0,0
1,115,70,70,70
1,172,22,22,22
1,366,73,36.5,22.6591
5,99,1793,896.5,896.5
0,160,15,15,15
1,81,3460,3460,3460
1,149,207,207,207
1,142,0,0,0
1,104,149,149,149
10,150,3361,1120.33,3030.52
16,450,6296,1049.33,665.393
1,131,5615,1123,4715.81
0,544,2293,2293,2293
0,116,2293,2293,2293
27,464,207,51.75,46.7083
1,102,0,0,0
1,780,168,21,22.179
0,136,1340,1340,1340
0,120,2277,2277,2277
23,375,8269,826.9,1805.81
4,4670,1386,1386,1386
0,120,1610,1610,1610
0,96,1793,1793,1793
3,103,2279,2279,2279
284,354,2912,485.333,1700.06
1,100,1429,1429,1429
0,128,1646,411.5,226.467
1,1001,6490,2163.33,907.013
1,485,1839,1839,1839
1,16819,26911,289.366,574.765
7,116,1865,1865,1865
12,90,5436,5436,5436
14,114,1323,1323,1323
18,118,508,254,446.484
0,108,1668,1668,1668
2,25387,1389,1389,1389
1,165,6189,1547.25,356.859
1,251,26822,3352.75,355.47
7,106,1401,1401,1401
195,909,5663,149.026,444.461
2,182,11293,3764.33,3498.03
1,138,2323,774.333,439.327
3,96,7326,7326,7326
0,668,1766,1766,1766
3,126,1323,1323,1323
7,157,379,189.5,277.059
1,162,30003,5000.5,19335.3
0,29416,1532,1532,1532
52,1340,757,189.25,144.518
4,85,0,0,0
43,274,5379,537.9,2983.29
0,556,0,0,0
0,992,30,30,30
1,98,45,22.5,28.7333
0,100,1796,1796,1796
12,149,1514,1514,1514
0,1184,89,44.5,71.6605
27,267,3270,654,1898.48
2,92,616,616,616
35,146,2128,354.667,1179.38
0,760,20,20,20
0,3028,7031,502.214,239.244
0,100,1668,1668,1668
1,2926,4195,381.364,813.89
26,231,2817,2817,2817
0,188,1796,1796,1796
1118,3708,10436,115.956,1101.57
1,2619,3684,368.4,481.381
1,5939,2934,978,1570.47
1,244,9378,1563,2857.71
1,302,27740,1460,1824.58
1,76,37,37,37
0,136,1806,1806,1806
2,100,2112,2112,2112
1,89,2864,2864,2864
0,92,2864,2864,2864
6,220,1323,1323,1323
0,1792,27,27,27
0,172,3,3,3
1,746,1793,1793,1793
2,190,38,38,38
4,696,96,48,46.3636
0,112,0,0,0
0,95,16,16,16
1,92,0,0,0
3,740,2366,591.5,666.714
0,5416,0,0,0
21,1814,1587,396.75,1451.93
1409,4122,23435,178.893,936.525
0,525,96,96,96
0,116,96,96,96
48,323,5413,676.625,1920.12
1736,20646,27147,82.2636,392.463
4,966,2293,2293,2293
4,104,6014,3007,2296.27
1,3124,1344,1344,1344
2,444,1344,1344,1344
0,196,1793,1793,1793
25,247,1350,675,1292.67
1,3024,133,133,133
1,2701,8020,729.091,462.139
80,184,2674,445.667,1218.69
11,152,2503,500.6,650.632
7,147,2461,820.333,110.35
3,163,2363,2363,2363
2,108,0,0,0
71,1277,6024,273.818,1304.42
0,108,1549,1549,1549
1,119,37,18.5,18.9286
0,173,22,22,22
6,150,0,0,0
10,4000,1019,48.5238,25.9865
3,244,1495,115,539.324
16,437,7764,1552.8,7182.51
561,1616,46439,351.811,5611.7
3,836,2551,2551,2551
1,1672,13781,1148.42,2355.86
4,1801,1714,1714,1714
3,246,2029,2029,2029
2,2929,4639,1546.33,3841.34
194,2386,19265,19265,19265
16,204,2061,515.25,1582.18
5,731,1760,1760,1760
0,368,1344,1344,1344
1,6088,3163,351.444,164.953
1,77,862,862,862
0,109,0,0,0
1,95,1914,382.8,1152.45
1,188,673,134.6,87.3913
0,1836,71,71,71
8,561,2245,320.714,1877.77
5,396,1438,719,1176.5
8,84,3291,3291,3291
1,91,1397,1397,1397
1,104,0,0,0
1,2641,3637,404.111,477.913
1,2920,4195,381.364,810.581
1,104,9061,4530.5,5462.33
26,820,2206,1103,2111.09
0,4884,0,0,0
0,96,19,19,19
0,4020,2389,2389,2389
1,2471,6474,431.6,1128.99
0,216,2551,2551,2551
0,4620,16,16,16
1,191,15,7.5,5.07692
1,170,96,96,96
1,114,12,12,12
1,141,99,49.5,61.5652
0,1185,6325,3162.5,5321.36
5,134,5649,2824.5,364.059
1,2028,5613,5613,5613
1,1893,27336,854.25,15785.9
3,109,1660,830,1221.5
1,83,85,85,85
2,323,1580,1580,1580
0,112,1565,1565,1565
0,96,0,0,0
1,671,2879,106.63,774.225
0,100,5,5,5
0,708,2133,2133,2133
1,631,1580,1580,1580
0,104,19,19,19
2,122,594,297,486
4,75613,41005,93.833,1083.47
1,128,81,27,21.25
1,90,7642,3821,2626.33
0,166,2029,2029,2029
1,142,2029,2029,2029
1,421,3861,3861,3861
0,36480,3911,205.842,253.978
1,996,3308,1654,1284.65
0,100,2389,2389,2389
1,643,1323,1323,1323
0,188,1610,1610,1610
13,98,3548,236.533,1317.1
0,104,1423,1423,1423
28,10648,4780,125.789,53.044
4,2814,4539,4539,4539
34,241,10,10,10
10,31453,1707,1707,1707
0,104,5,5,5
2,268,1617,808.5,1501.73
2,4050,10929,10929,10929
3,686,10929,10929,10929
1,619,1580,1580,1580
0,100,1532,1532,1532
0,96,1423,1423,1423
0,108,0,0,0
2,189,1769,884.5,1514.14
8,952,7433,1238.83,4309.53
1,157,1793,1793,1793
0,88,14,14,14
1,122,1521,760.5,613.6
1,153,2725,681.25,750.85
1,153,85,42.5,25.8438
6,202,7326,7326,7326
11,10533,14615,2923,11587.8
0,48,0,0,0
1,123,49,49,49
0,29071,508,18.8148,26.244
6,67622,22920,55.4964,362.2
2,136,1839,1839,1839
6,463,1796,1796,1796
1,108,3642,1214,530.469
1,156,1668,1668,1668
0,96,2029,2029,2029
3,192,20338,10169,11816.2
14,10913,1457,291.4,1135.43
2,24052,1474,1474,1474
0,88,2029,2029,2029
0,1356,96,96,96
7,162,1363,1363,1363
0,549,17,17,17
1,156,22192,2774,13834.5
14,4344,4704,2352,3743.73
8,224,1397,698.5,1351.83
1,172,79,39.5,39.5
0,92,1495,1495,1495
2,510,1228,614,806.692
1,961,16,16,16
1,7605,8122,541.467,222.222
7,104,5613,5613,5613
28,42,1534,170.444,1017.96
2,44952,1474,1474,1474
0,108,1752,1752,1752
1,353,14,14,14
1,101,271,54.2,42.3171
602,5369,10018,256.872,2976.77
11,283,1474,1474,1474
8,263,3609,1804.5,3204.83
2,224,28,28,28
0,96,2456,2456,2456
1,249,234,26,26.7465
1,10227,75672,180.601,525.777
0,103,1796,1796,1796
0,96,0,0,0
1,383,24080,2189.09,17424.4
1,76,0,0,0
1,100,20,20,20
0,124,19,19,19
0,126,96,96,96
0,172,12,12,12
0,1644,6,6,6
57,424,2608,217.333,1431.6
0,312,2721,1360.5,1241.27
1,83,213,213,213
0,209,0,0,0
1,107,2793,2793,2793
1,228,75,37.5,13.8596
4,151,3154,1577,1674.33
9,279,308,154,95.4286
4,369,1816,1816,1816
1,116,2551,2551,2551
16,296,3791,758.2,1850.23
3,453,0,0,0
1,32657,62,20.6667,10.5704
4,147,21463,7154.33,17359.5
0,11800,4539,4539,4539
23,86,3679,3679,3679
65,1611,2013,223.667,891.504
4,1831,2388,1194,1924.52
1,2149,18731,398.532,519.516
11,208,21786,21786,21786
1,5935,530,88.3333,62.6429
1,1320,239,47.8,83.1135
1,98,87,43.5,22.8889
107,62216,1561,141.909,277.673
0,136,1423,1423,1423
4,1632,4359,1453,3972.16
2,313,10929,10929,10929
9,411,1481,740.5,259.648
1,422,4423,1474.33,774.583
102,25953,2378,594.5,2104.94
1,2005,167,55.6667,50.6556
3,1025,1695,565,1506.18
1,116,6020,3010,623.917
1,90,2819,1409.5,1058.25
1,663,44,44,44
7,131,309,309,309
0,108,86,86,86
1,2170,72,72,72
1,854,2066,1033,1228
0,119,1760,1760,1760
1,387,18,18,18
67,5278,4071,452.333,1355.48
1,226,1668,1668,1668
60,11449,0,0,0
5,3731,11716,3905.33,3808.57
2,3730,11716,3905.33,3782.51
1,2053,19043,560.088,4557.24
0,716,5261,5261,5261
6,250,21786,21786,21786
5,1512,0,0,0
0,220,7,3.5,5.6
0,128,1668,1668,1668
2,92,0,0,0
1,2537,128,128,128
1,160,1329,1329,1329
1,35988,2782,927.333,1150.89
207,14324,3073,161.737,1240.5
0,88,34,34,34
2,319,2279,2279,2279
1,106,1401,1401,1401
0,91,3,3,3
1,3674,2672,2672,2672
0,100,1565,1565,1565
0,104,27,27,27
0,212,2414,1207,1575.13
0,2768,4539,4539,4539
9,4408,4704,2352,4101.6
2,224,1474,1474,1474
1,150,106,35.3333,44.2353
2,2858,2128,709.333,795.333
14,466,1660,830,1496
1,459,3575,1787.5,199.417
3,3019,40,13.3333,30.7368
1,96,2823,941,957
1,140,1869,1869,1869
4,11377,0,0,0
1,106,0,0,0
0,320,3291,3291,3291
0,48,0,0,0
102,389,3383,260.231,966.667
5,118,1532,1532,1532
0,100,2112,2112,2112
3,2665,3561,3561,3561
0,180,16,16,16
1,222,9073,4536.5,3548.97
1,11932,76870,768.7,4493.11
0,124,2766,2766,2766
0,96,72,36,57.6
0,20460,1565,1565,1565
1,3237,1329,1329,1329
2,353,9699,1212.38,250.43
0,302,17,17,17
1,289,1401,1401,1401
2,85,4310,4310,4310
1,241,7116,263.556,276.815
1,308,3211,1070.33,3089.14
198,893,3564,324,2974.12
1,92,2029,2029,2029
3,235,1580,1580,1580
1,980,4344,2172,2511.11
87,6027,1808,78.6087,131.246
1,1643,1032,516,829.897
5,2354,6636,6636,6636
0,1492,1344,1344,1344
0,140,1804,1804,1804
0,48,0,0,0
0,88,4427,4427,4427
1,599,298,99.3333,98.8077
1,84,2029,2029,2029
1,137,96,96,96
0,100,8,8,8
0,96,6260,6260,6260
1,3191,2496,156,1215.29
1,91,2548,2548,2548
123,477,3922,217.889,1051.38
13,191,3363,420.375,600.106
1,2093,11596,5798,2450.88
1,4360,25,25,25
2,253,1750,1750,1750
0,137,3,3,3
1,254,1374,687,1081.2
1,16821,7805,289.074,137.697
0,512,2209,2209,2209
17,132,4657,4657,4657
0,88,11,11,11
0,294,3,3,3
15,259,21786,21786,21786
0,88,2672,2672,2672
0,94,29,29,29
1,30043,118,59,78.908
0,756,1329,1329,1329
1,92,2389,2389,2389
5,5155,20091,10045.5,10045.5
0,123,10,10,10
1,406,11,11,11
1,319,34,17,10.2308
2,448,1329,1329,1329
1,13871,87,87,87
1,137,125,125,125
22,37,9775,814.583,6229.13
6,672,3309,1654.5,3248.49
1,95,4310,4310,4310
0,100,3405,1702.5,585.65
1,4798,1832,73.28,202.069
0,48,0,0,0
26,5016,2015,671.667,1742.91
5,107,0,0,0
1,125,9468,4734,722.125
2,293,125,125,125
1,2047,2794,254,667.928
2,295,1806,903,1566.55
0,92,1610,1610,1610
137,509,12961,997,7830.33
0,92,1610,1610,1610
0,96,1610,1610,1610
1,161,9687,4843.5,1561.47
6,39403,40,20,29.75
0,8318,10,5,5.43678
0,92,1610,1610,1610
1,104,2112,2112,2112
3,11380,0,0,0
9,11413,0,0,0
14,14,7508,2502.67,6110.91
2,126,1613,1613,1613
0,96,380,380,380
1,194,1719,859.5,1061.62
1,109,6878,6878,6878
3,23,133,66.5,51.1429
1,146,1303,651.5,778.2
1,99,12779,6389.5,5803.6
0,288,6,6,6
408,3809,1344,268.8,1131.79
1,4936,19216,427.022,378.832
1,95,2293,2293,2293
1,84,3298,3298,3298
2,80,3298,3298,3298
623,88,3434,572.333,1419.8
141,521694,11604,51.3451,678.296
1,445,29996,999.867,1509.5
1,134,2277,2277,2277
4,148,11348,5674,3098.2
1,102,20211,10105.5,4137.6
9,121,4732,1183,3502.17
0,92,1610,1610,1610
1,2266,13,6.5,12.9561
0,127,11348,5674,3208.26
1,317,7575,1515,480.729
0,5187,2613,93.3214,94.0535
1,1766,117,58.5,58.75
0,700,27,27,27
1,2340,15,15,15
1,1040,87,87,87
0,960,678,48.4286,59.5872
8,139,5613,5613,5613
2,90,0,0,0
9,912,2147,1073.5,1663.66
1,176,1714,1714,1714
1,92,2051,1025.5,1479.2
4,116,11348,5674,4702
2,93,27,27,27
0,148,27,27,27
0,261,3256,1085.33,946.187
1,200,6951,2317,1563.16
3,603,940,62.6667,55.9693
163,348,6675,834.375,1333.96
0,100,0,0,0
2,196,11716,3905.33,1234.97
2,112,7802,2600.67,4096.61
14,116613,7971,3985.5,7746.16
3,102,7326,7326,7326
0,146,2304,1152,576
0,103,11348,5674,7375
0,116,1323,1323,1323
1,104,3358,1679,1648.57
15,122,3866,1933,3728.03
8,116,16350,8175,8002.07
4,11249,0,0,0
0,88,0,0,0
0,88,0,0,0
1,39471,37,18.5,24.1034
2,123,0,0,0
0,424,2133,2133,2133
18,1436,5537,615.222,2768.99
0,3807,756,126,180.545
2,294,2300,2300,2300
2,16477,1495,1495,1495
0,92,2112,2112,2112
38,233,2709,225.75,1875.07
0,4015,7254,268.667,189.644
610,4462,42905,138.851,2055.37
82,2088,7700,265.517,2788.3
1,302,14,14,14
0,330,4847,2423.5,3932.7
2,382,4503,346.385,455.091
9,108,1541,385.25,439.613
2,6122,7370,3685,706
4,25,8128,4064,4391.82
0,128,15,15,15
0,1958,294,147,33.9492
0,88,6,6,6
8,809,1796,1796,1796
0,4472,1344,1344,1344
0,103,1793,1793,1793
0,129,75,75,75
0,590,1760,1760,1760
2,1200,1760,1760,1760
0,92,0,0,0
85,287,6186,1237.2,2089.65
6,146,2434,811.333,2176.8
0,83,10,10,10
0,95,33,16.5,16.5
0,83,10,10,10
28,407,1634,544.667,1546.89
0,103,33,16.5,14.3704
0,56,0,0,0
0,1944,20,20,20
0,134,3154,1577,1624.1
69,339,4459,1486.33,2649.5
5,104,2823,1411.5,2669.25
178,577,4688,85.2364,1172.57
0,3985,7254,268.667,189.742
3,141,1870,623.333,1633.7
2656,18545,27882,161.168,1378.22
2,102,1744,1744,1744
0,124,576,576,576
13,211,5436,5436,5436
0,7989,4153,1038.25,1515.54
1,306,132,132,132
0,17865,9069,156.362,295.239
0,822,11004,1834,98.12
30,123,3983,663.833,1272.35
0,48,0,0,0
0,81,792,792,792
0,1916,4539,4539,4539
1,2207,4539,4539,4539
0,2216,4539,4539,4539
11,1748,4539,4539,4539
0,125,7019,3509.5,1825.25
0,784,0,0,0
0,120,1861,1861,1861
50,584,6878,6878,6878
0,1999,1458,729,662.2
3,2722,1805,902.5,1784.19
0,664,9602,114.31,261.843
0,1064,3322,332.2,205.826
28,107,933,466.5,603.333
0,81,196,196,196
52,108,21351,2668.88,16446.4
62,41577,3769,1256.33,2802.66
0,5366,2328,332.571,192.714
0,3256,1,1,1
0,188,79,79,79
870,4898,58655,373.599,7725.86
0,3211,29421,3677.62,18267.7
0,80,0,0,0
384,337,2577,112.043,615.828
0,27959,3378,281.5,1226.86
0,234,9073,4536.5,3548.24
0,107,5220,2610,3375
0,1024,1957,139.786,585.593
0,3903,2223,101.045,103.019
0,2268,4539,4539,4539
1,143,4286,476.222,249.929
1,505,6087,869.571,1493.21
2,3621,3679,3679,3679
3,886,8685,965,2864.48
0,4048,132,132,132
0,260,8,8,8
13,73562,287,95.6667,104.727
0,96,1495,1495,1495
32,834,11239,1248.78,1090.08
0,108,0,0,0
0,252,0,0,0
0,228,0,0,0
0,4906,1226,1226,1226
0,403,2430,405,108.405
0,108,17,17,17
0,1912,11,11,11
1,4040,4536,266.824,436.205
2,300,3134,3134,3134
0,96,0,0,0
3,93,4199,4199,4199
0,244,55,55,55
0,6580,1384,1384,1384
0,84,0,0,0
0,1256,806,73.2727,196.787
2,198,3679,3679,3679
0,132,0,0,0
0,152,0,0,0
1,292,0,0,0
0,13872,80756,761.849,4471.88
0,5430,15440,617.6,8268.45
0,7311,6404,228.714,324.798
192,765,20355,969.286,1544.65
3,156,6885,1147.5,1542.54
0,424,1423,1423,1423
0,244,11756,1068.73,576.111
0,8713,355,71,101.643
0,227,494,494,494
378,1552,5221,261.05,1585.13
0,98,9678,1382.57,1694.45
8,131,2279,2279,2279
0,428,30,30,30
31,212,21332,2370.22,17520.8
1,145,20225,2889.29,13772.5
0,98,3371,374.556,444.595
5,103,4310,4310,4310
0,3852,2209,2209,2209
0,472,1748,582.667,1392.29
0,376,9,9,9
0,896,1319,1319,1319
0,84,9678,1382.57,1771.93
4,335,55,55,55
1,126,1495,1495,1495
0,100,1580,1580,1580
0,108,8,8,8
1,560,4424,2212,876.909
0,15950,669,95.5714,91.423
1,1638,4404,2202,4028.93
0,89,0,0,0
6,268,44,14.6667,14.3816
0,5416,794,61.0769,140.666
0,3443,427,85.4,61.26
0,125,864,864,864
0,92,1145,286.25,242.265
0,348,4310,4310,4310
0,240,0,0,0
0,1710,29727,725.049,12834.6
4,214,2373,1186.5,794.333
4,4918,8736,174.72,1082.73
0,21,11,5.5,6.625
0,143,683,68.3,44.3571
0,1519,2472,91.5556,178.305
0,229,1750,1750,1750
2,246,1401,1401,1401
0,96,1714,1714,1714
0,178,95,95,95
0,96,1389,1389,1389
2,113,8,8,8
0,217,22345,3192.14,19556
0,112,29,29,29
0,23062,466,77.6667,100.309
0,264,2439,1219.5,151.696
0,103,5715,2857.5,653.1
0,2298,345,345,345
0,277828,9688,92.2667,219.76
0,264,9,9,9
0,82,8,8,8
6,264,2076,692,1542.18
0,100,5,5,5
0,517,24631,3078.88,2937.25
1,635710,19324,9662,5288.8
0,104,59,59,59
0,10128,59,59,59
0,7872,59,59,59
0,2200,4539,4539,4539
5546,44275,83254,289.076,3971.24
1,627,0,0,0
15,257,3014,1507,2380.75
0,174,223,111.5,161.9
3,375,4377,2188.5,3838.56
148,2046,2561,91.4643,1021.12
28,184,1782,891,1542.75
0,575,4,4,4
2,1273,2974,114.385,35.6839
2,145,9322,4661,8628.93
5,331,1668,1668,1668
2,175,4310,4310,4310
15,1490,1695,1695,1695
6,77,2244,748,1660.08
0,282,48,48,48
0,100,59,59,59
0,172,0,0,0
4,2038,23515,11757.5,18496.8
0,4548,10419,612.882,5248.03
0,100,3298,3298,3298
0,152,0,0,0
0,164,180,180,180
0,89,0,0,0
0,48414,177,177,177
0,148,1071,153,188.758
4,19368,2658,69.9474,72.2627
0,392,4539,4539,4539
0,624,153,153,153
4,1451,46,23,26.8596
32,379,2348,587,503.578
129,354,2000,222.222,94.4348
0,220,13,13,13
1,144,18,18,18
0,132,18,18,18
1,2083,22979,123.543,160.606
0,348,2716,905.333,1148.31
0,172,31,31,31
1,210,10,10,10
0,30735,1047,116.333,434.008
9,28,1349,449.667,1164.29
24,774,3852,240.75,1770.7
22,132,1315,657.5,977.75
0,2660,59,59,59
568,1668,13850,168.902,3058.17
0,260,5,5,5
0,9799,5528,122.844,168.676
0,48,0,0,0
1,179,4360,2180,1875.71
5,191,1514,1514,1514
0,152,153,153,153
3,127,9319,9319,9319
0,120,153,153,153
0,293,49,9.8,1.38235
0,109,3104,517.333,410.417
1,220,55,55,55
0,2150,1344,1344,1344
1,228,0,0,0
0,110,96,96,96
0,117,512,512,512
1,1580,6878,6878,6878
0,226,132,132,132
0,96,68,68,68
0,310,118,118,118
1,128,4539,4539,4539
4,133,357,89.25,85.9487
1,662,3042,507,935.378
1,105,1509,754.5,1371.58
0,184,94,94,94
0,104,1709,1709,1709
0,2112,31,31,31
0,4418,5683,1136.6,1030.9
0,208,2201,733.667,262.556
4,5899,3,3,3
0,269700,6002,315.895,215.992
0,161,437,218.5,243.571
0,156,0,0,0
1,133,55,55,55
0,108,27,27,27
32,131,1389,1389,1389
2,2143,0,0,0
8,199,28,28,28
0,168,29,29,29
0,4477,13524,563.5,1893.04
0,128,24,24,24
0,74155,8024,243.152,65.1743
0,1700,1,1,1
0,252,0,0,0
15,262,19732,19732,19732
4,69,67,33.5,53.9762
2,641,1386,1386,1386
37,23264,1423,1423,1423
0,96,0,0,0
0,104,5139,5139,5139
1,112,4113,1371,2479.91
2,15036,1474,1474,1474
1,288,3668,611.333,536.089
0,301,3421,213.812,145.514
1,128,7464,7464,7464
4,162,16,16,16
14,834,4169,2084.5,3625.34
0,356,8,8,8
1,448,2389,2389,2389
1,106,13374,4458,4591.69
8,298,1804,1804,1804
65,383,5347,213.88,1185.24
0,332,102,102,102
0,28288,34,17,15.6471
76,921,29911,934.719,12628.3
0,12954,1750,1750,1750
1,159,4310,4310,4310
0,170,536,178.667,424.977
12,388,19732,19732,19732
1,180,901,90.1,79.5312
1,96,14,14,14
13,151,2766,2766,2766
5,4704,0,0,0
52,272,12100,1008.33,3368.65
0,152,4310,4310,4310
8,134,3184,454.857,1092.53
6,88,2228,1114,752
1,112,1578,394.5,251.091
2,116,2766,2766,2766
1,1241,14192,405.486,153.319
1,436,19,19,19
0,729,1486,495.333,1347.82
2,11446,3899,1299.67,1775.83
1,294,2209,2209,2209
0,227,96,96,96
20,183,2436,609,1777.54
3,15,5706,1426.5,3820.29
0,361,11698,3899.33,4402.71
3,8029,5613,5613,5613
185,1466,12654,287.591,6284.24
2,338,1986,283.714,277.016
0,414,9111,828.273,4803.56
0,148,55,55,55
1,144,0,0,0
0,741,169,56.3333,65.3793
0,37,55,55,55
6,154160,96294,609.456,4231.48
4,156,3679,3679,3679
1,337,168,168,168
223,1429,3298,3298,3298
13,713,4696,1174,2344.48
0,128,96,96,96
